Cell_Num	X	Y	Genenames	CellGeneCount	ClassName	Prob
301	778.0248618784531	4552.046961325967	['3110035E14Rik', '6330403K07Rik', 'Arpp21', 'Cck', 'Cnr1', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Neurod6', 'Npy2r', 'Nr4a2', 'Nrn1', 'Pcp4', 'Pde1a', 'Prkca', 'Pvrl3', 'Rgs4', 'Serpini1', 'Snca', 'Yjefn3']	[2.9594852133648217, 0.5820168452667521, 0.03013542934591558, 0.7806117979128859, 0.007614410724342641, 8.471824906644422, 0.01149335154896247, 0.2853940094003889, 3.012165134240003, 11.593159011113741, 0.9999354838616042, 0.017147651552275246, 0.17097167103438216, 0.002372853456096416, 1.90412129992842, 3.8782639212497347, 0.032503102578689005, 0.46579773956917747, 0.9420032545255432, 1.8691997143796866, 0.009726673521794738]	['PC.CA1.3', 'PC.Other2']	[0.987454026578885, 0.012441181916173924]
302	787.7979149959904	2364.8003207698475	['Gad1', 'Pcp4', 'Pde1a', 'Penk', 'Plp1', 'Scg2']	[2.0403423771471134, 0.05160035386703252, 0.015187528744897143, 0.9933302025248567, 0.9079229506849893, 0.9885258364124784]	['Astro.1', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Calb2.Vip.Nos1', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Pvalb.Tac1.Nr4a2', 'Sst.Erbb4.Th', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.0017218888634705205, 0.0027300508502738925, 0.017177197341831922, 0.003935411522106961, 0.00732422775532582, 0.008233921041552144, 0.007980033391215714, 0.0030112654844604877, 0.008065720316426165, 0.017702763761140654, 0.002426383196861308, 0.013122193809942624, 0.014951367830508462, 0.0035347701845907763, 0.0014516323018517133, 0.005672961624665125, 0.015888074956541265, 0.8613321891133783]
303	786.7061143984221	2569.80966469428	['Aldoc']	[0.9898738668904157]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.006324387565415562, 0.0072711404007453585, 0.0019096535799618672, 0.0026282986845187974, 0.00908687142686606, 0.0033174395391444775, 0.005034792300667582, 0.0067704962056663, 0.008331385150671501, 0.006127885295206164, 0.9417535240049445]
304	785.1516936671576	4231.506627393225	['3110035E14Rik', '6330403K07Rik', 'Arpp21', 'Cck', 'Cort', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Neurod6', 'Npy', 'Nrn1', 'Pcp4', 'Pde1a', 'Plcxd2', 'Prkca', 'Reln', 'Rgs4', 'Snca', 'Sulf2']	[3.041765075040962, 0.9903043045286355, 0.017428515437715134, 1.0008201029900752, 0.24119363069392488, 0.17669339293980565, 1.864637981572697, 2.039700836269051, 0.9138988662726527, 6.496775963597558, 0.9787127364186712, 0.023498538434963433, 0.09452914452890405, 0.7885768061284518, 0.3547514176689824, 1.9730798869668524, 0.6825282824914332, 0.026519259743833342, 1.0142596103634913, 0.02874728556539356]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.0772659185664443, 0.9123604236730648, 0.001099349031949466, 0.009236035953091571]
305	794.4941634241245	4012.5851167315177	['3110035E14Rik', '6330403K07Rik', 'Arpp21', 'Cnr1', 'Cplx2', 'Crym', 'Cxcl14', 'Enc1', 'Fam19a1', 'Gad1', 'Gda', 'Htr3a', 'Id2', 'Neurod6', 'Npy', 'Npy2r', 'Nrn1', 'Pde1a', 'Prkca', 'Pvrl3', 'Rasgrf2', 'Snca', 'Wfs1']	[3.4270024235345073, 0.0017653710227452186, 2.045743965282298, 1.3300943696718317, 2.4382770327713623, 0.9949501729140097, 0.9659226206219088, 3.3541366902398697, 1.9879201069105603, 0.012070208237734768, 0.009202249629453634, 0.9386964860843748, 0.00862048431646871, 6.5524144685740335, 0.007426031770547535, 0.856812494141631, 1.219561362379236, 1.0340460758123473, 2.006594402592673, 1.4499125143809637, 1.000341209877165, 0.8703880507201339, 0.18885627875902533]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other2']	[0.03320670532785967, 0.9444301986415522, 0.021590925827230722]
306	791.3220625528318	2491.1606086221473	['Cryab', 'Enpp2', 'Plp1']	[1.0082070510058028, 0.9951234258735646, 10.962959548159937]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.19335679540030293, 0.08160080289713885, 0.008041959750343509, 0.031237489323596178, 0.3100507881002407, 0.37571086148180144]
307	780.2570281124498	4211.100401606425	['3110035E14Rik', '6330403K07Rik', 'Arpp21', 'Cck', 'Cdh13', 'Cplx2', 'Crym', 'Cxcl14', 'Enc1', 'Fam19a1', 'Htr3a', 'Kit', 'Lamp5', 'Neurod6', 'Npy', 'Nrn1', 'Pcp4', 'Pde1a', 'Plp1', 'Prkca', 'Rasgrf2', 'Rgs4', 'Slc6a1', 'Snca', 'Sulf2']	[3.443301918561353, 0.028048596405932994, 2.9316419354632273, 0.9795553893755471, 0.7542984042638401, 3.0839920431930676, 1.8487898189567564, 0.026268333153715885, 1.5352406817440347, 0.013893206092856256, 0.5094588602216541, 0.033801557588938956, 0.0042534959077674, 2.7109418819623103, 0.017779311687994324, 1.8905616589275043, 1.4122943108763575, 2.9411442211335235, 0.015107632956592542, 2.162310532273202, 0.4122245513951844, 0.04327425150022444, 0.051988109553316036, 0.08571010969313647, 0.9621630598663508]	['PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.008947058098889005, 0.024299787511719684, 0.966518392416229]
308	788.2901439645626	3974.029900332226	['3110035E14Rik', '6330403K07Rik', 'Arpp21', 'Cadps2', 'Cck', 'Cnr1', 'Cplx2', 'Cryab', 'Crym', 'Enc1', 'Fam19a1', 'Gad1', 'Id2', 'Neurod6', 'Npy', 'Pcp4', 'Pde1a', 'Plcxd2', 'Prkca', 'Pvrl3', 'Rasgrf2', 'Rgs4', 'Serpini1']	[2.9818258467340013, 0.0035830879175863467, 0.8939384334665507, 0.9887022428899425, 0.9144286027697159, 0.0028642769506088545, 1.6949691799393964, 0.9858934209097668, 0.07832839209102094, 0.9949137159103574, 0.006126141083401638, 1.4657216699776923, 0.029384031144548923, 3.50713929916265, 0.45611156772228756, 0.07074269366425948, 1.0810624632003396, 1.066630455619379, 1.028322269403949, 1.8215841264332033, 0.9484559359563148, 2.9929733591492838, 0.9944381947901374]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.0016713851935529316, 0.3534393874577033, 0.4016628415972188, 0.09401343256114339, 0.14921051884149003]
309	787.8754716981132	3910.2264150943397	['3110035E14Rik', 'Arpp21', 'Cnr1', 'Cplx2', 'Cryab', 'Crym', 'Enc1', 'Fam19a1', 'Htr3a', 'Neurod6', 'Npy', 'Npy2r', 'Nrn1', 'Pcp4', 'Pde1a', 'Prkca', 'Rgs4', 'Zcchc12']	[0.5200780185023268, 0.0012886868247940545, 0.002610000444269986, 0.5214311843136649, 0.001471616770192609, 0.0054413383015477525, 0.024650580894732127, 1.001797674706354, 0.04359495584371042, 5.08936379650557, 0.08027867136142407, 0.11965550846724604, 1.067223267402473, 0.6825692630755523, 0.040931196738821125, 0.9876387963430965, 0.954596513409117, 0.0017381321404731415]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2', 'Zero']	[0.03511088156562932, 0.29413083032224363, 0.6435366416424144, 0.011907984367452664, 0.01414160016231789, 0.0010226119565303058]
310	790.9857752489331	4778.587482219061	['3110035E14Rik', 'Arpp21', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Kit', 'Neurod6', 'Nrn1', 'Pde1a', 'Plp1', 'Prkca', 'Rgs4', 'Scg2', 'Snca']	[0.1707395010586949, 0.7884954081784668, 9.66385737093665, 0.3050346395795209, 1.0330563467452873, 0.8740112793062759, 0.025132355583760105, 3.2109575159618, 0.010621739519502103, 4.5521626775956054, 0.001339807761226148, 1.3593548336967887, 0.6123627911009081, 0.10230430530901416, 1.8851630390276672]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.017160738048669313, 0.28937562207811773, 0.06867490861765238, 0.6247253340876431]
311	791.9316239316239	4701.98955365622	['3110035E14Rik', 'Aldoc', 'Arpp21', 'Cck', 'Cdh13', 'Cnr1', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Id2', 'Neurod6', 'Nrsn1', 'Pde1a', 'Prkca', 'Rasgrf2', 'Satb1', 'Scg2', 'Snca', 'Sulf2']	[1.1317612498412613, 0.006493982586997339, 0.034224657169011, 0.9990250098075141, 0.6229283864585469, 0.003424956612643393, 4.580665256038995, 0.14967606033687986, 2.9342513551442506, 0.027600150288387353, 0.017568480466874543, 13.821528360440333, 0.0019211912064306706, 0.9965965314599675, 2.7808823640615987, 0.8917557631789169, 0.04165991840766178, 0.2622135413281076, 0.02932532268984032, 0.04673735215782542]	['PC.CA1.2', 'PC.CA1.3']	[0.008179636437139759, 0.9915558021832288]
312	785.5261324041812	4305.01393728223	['3110035E14Rik', '6330403K07Rik', 'Bcl11b', 'Cadps2', 'Cck', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Fos', 'Kit', 'Neurod6', 'Nos1', 'Npy', 'Nr4a2', 'Nrsn1', 'Pcp4', 'Pde1a', 'Plcxd2', 'Plp1', 'Prkca', 'Snca']	[1.8982516407337677, 0.9261278464964152, 0.02606913785097287, 0.8212279161044288, 0.01071304740336161, 2.317609788772266, 2.0887859133535733, 5.8079428635808625, 0.18549273102303665, 0.21084788456940617, 1.1282808049303468, 10.511267199196439, 0.0024778113590095, 0.10608758472025871, 0.44989061805366004, 0.3768182430710542, 4.878500633763866, 0.4021007295352827, 0.5338523679879708, 0.007990095914198258, 5.761685397475279, 1.0349648221511822]	['PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.00168256973056719, 0.005876589982291664, 0.9924388835515138]
313	803.5498927038626	4417.715665236052	['3110035E14Rik', 'Arpp21', 'Cadps2', 'Cck', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Gda', 'Htr3a', 'Kit', 'Neurod6', 'Npy', 'Npy2r', 'Nrn1', 'Pcp4', 'Pde1a', 'Prkca', 'Pvrl3', 'Rbp4', 'Rgs4', 'Snca', 'Sulf2', 'Th', 'Trp53i11']	[2.9383904172392517, 1.9985996636328522, 0.9948909846223728, 3.0392978186062183, 5.45484485085401, 1.8220638124328188, 6.33778010677913, 4.001339340836999, 0.033049974319273215, 1.004341914532909, 0.008247162789380693, 15.314850950922231, 0.9841103845010885, 0.9842414372982258, 1.1839651423655013, 1.0761077787894044, 3.9664694185513905, 7.323660905430563, 0.9108568155084596, 0.9544503369418165, 3.1156938141784143, 0.9999604929912932, 0.10862707443702498, 0.0015324738654837957, 0.001085438320220364]	['PC.CA1.3', 'PC.Other2']	[0.758966778945529, 0.24102440823751375]
314	799.375	4213.079326923077	['3110035E14Rik', '6330403K07Rik', 'Arpp21', 'Bcl11b', 'Cck', 'Cdh13', 'Cplx2', 'Crym', 'Cxcl14', 'Enc1', 'Fam19a1', 'Htr3a', 'Neurod6', 'Nrn1', 'Pcp4', 'Pde1a', 'Prkca', 'Rgs4', 'Snca', 'Sulf2']	[3.3528867363333674, 0.006386328729309398, 1.0273340287010562, 0.050521675642834905, 0.01149831614627766, 0.13959973638812195, 1.7251469193261684, 1.0717853093383476, 0.02271943095288861, 1.700746320637184, 0.05280953955013772, 0.06229414712304071, 4.663187755631802, 0.005790321513848917, 1.6830291168995675, 1.9825841335083687, 2.6296135536755227, 2.8193273515030413, 0.937014763803774, 0.005307444771508526]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.006266897637704167, 0.06149626623894278, 0.06422531947536492, 0.8680060136593348]
315	808.1531791907514	4680.125240847784	['3110035E14Rik', 'Arpp21', 'Cnr1', 'Cplx2', 'Cryab', 'Crym', 'Cxcl14', 'Enc1', 'Enpp2', 'Fam19a1', 'Id2', 'Kit', 'Neurod6', 'Nrn1', 'Pcp4', 'Pde1a', 'Plp1', 'Prkca', 'Rasgrf2', 'Rgs4', 'Satb1', 'Scg2', 'Sulf2', 'Tac1']	[4.013702952010693, 0.6766337518817483, 0.42177017795151256, 3.0580360409461056, 0.8654824120821031, 0.7570554534556231, 0.22018447528526564, 1.8133851244530717, 0.9861639488066497, 2.9408189135634637, 1.993761224472568, 0.1009668471018954, 3.438223091471114, 0.015603735831921178, 0.908921643090973, 0.03200968403423746, 4.654657901640694, 3.126656151397584, 0.0016263465640788909, 1.8129315321850772, 0.9851136915891061, 0.047515349764285515, 0.0097729842935013, 0.566605879234907]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.002468742806144004, 0.09850323999539622, 0.003747825826156995, 0.8952789003053294]
316	808.7833190025796	2991.3190025795357	['3110035E14Rik', '6330403K07Rik', 'Aldoc', 'Col25a1', 'Cplx2', 'Crhbp', 'Crym', 'Enc1', 'Gad1', 'Htr3a', 'Npy', 'Pcp4', 'Pde1a', 'Rab3c', 'Rasgrf2', 'Reln', 'Rgs4', 'Rorb', 'Satb1', 'Scg2', 'Sst', 'Zcchc12']	[1.9951564010995977, 0.9751738318837495, 0.9892343362769611, 0.9921698990549325, 1.9549208821310686, 0.9929118734859715, 2.930844618629816, 0.963702766043066, 3.184189471378545, 0.9921884322096103, 2.385644886269893, 0.03797612240127374, 0.06243832059445178, 0.9770561148953669, 0.995820521128429, 4.96890390435229, 1.5007205160032266, 0.9160937080181442, 0.8813207459395068, 1.8935966525490193, 50.09954334613618, 0.9979745051524916]	['Sst.Npy.Mgat4c', 'Sst.Npy.Serpine2', 'Sst.Pnoc.Calb1.Pvalb', 'Sst.Pnoc.Pvalb']	[0.018962434316871304, 0.961453580134539, 0.017373910758751145, 0.0013471952019599514]
317	805.6798732171156	2887.767036450079	['6330403K07Rik', 'Cplx2', 'Cryab', 'Id2']	[0.9914012513408721, 0.9970110868720886, 0.0034708708452842454, 1.9772752157097213]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Vip.Gpd1', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.020252145541257916, 0.017669199035192276, 0.04461921066097001, 0.010272742225582932, 0.015514905205146501, 0.002436858421556828, 0.0014329009150837709, 0.019420824709271676, 0.005226773676460648, 0.03585054773646862, 0.01779949449647945, 0.009485376552552114, 0.7949811679129013]
318	803.7465886939572	4462.319688109162	['3110035E14Rik', 'Arpp21', 'Cck', 'Cdh13', 'Cplx2', 'Cryab', 'Crym', 'Enc1', 'Htr3a', 'Id2', 'Kit', 'Neurod6', 'Npy', 'Nrn1', 'Pcp4', 'Plp1', 'Prkca', 'Rgs4', 'Rorb', 'Scg2', 'Snca', 'Sulf2']	[3.5596975693167683, 0.9153330489814452, 0.014423980794421714, 0.0391041050736576, 3.687017710343863, 0.001645081442064811, 0.9642722958512463, 2.386893453781097, 0.19510688709158938, 0.1523046745860297, 0.9230226965284198, 3.465992558702131, 1.91394405532911, 0.026900029212038684, 0.9497070187074587, 0.0010019466080831573, 2.31741277669643, 1.026387579868893, 1.1446941878255392, 0.9776013024138157, 0.016839229937037837, 0.6179931937290917]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.024804997044568365, 0.24638711324046286, 0.07425512641287198, 0.654354876580748]
319	817.918771331058	3953.3481228668943	['3110035E14Rik', 'Cadps2', 'Cck', 'Cnr1', 'Cplx2', 'Cryab', 'Enc1', 'Fos', 'Gad1', 'Hapln1', 'Htr3a', 'Id2', 'Kcnk2', 'Neurod6', 'Nov', 'Npy', 'Nrsn1', 'Pcp4', 'Pde1a', 'Plcxd2', 'Prkca', 'Rgs4', 'Sema3c', 'Snca']	[0.01172959972459685, 0.0031505190325590146, 1.1635830444873987, 0.004594285971941279, 1.9012762652804969, 0.0033292099596724917, 0.7573902134672804, 0.009619013004768258, 3.586058869355418, 0.9970299915618994, 0.9941532408568032, 3.9940905368341784, 0.20873456032461515, 4.389620507052565, 0.07395070413434394, 3.6559814696537933, 0.9990254536906186, 0.011613426244156925, 0.9769610730449201, 1.001336574905698, 5.053181505190741, 2.15446131152542, 0.9960947364553185, 2.016859353812776]	['Cacna2d1.Lhx6.Reln', 'Cacna2d1.Lhx6.Vwa5a', 'Cacna2d1.Ndnf.Cxcl14', 'Cacna2d1.Ndnf.Rgs10', 'Pvalb.C1ql1.Npy', 'Sst.Cryab']	[0.4645518139740286, 0.4466534799776102, 0.006742844199482488, 0.001037907663763929, 0.07696276115678402, 0.002921656647483022]
320	812.7405857740586	2379.945606694561	['Aldoc', 'Cryab', 'Id2', 'Pcp4', 'Pde1a', 'Plp1', 'Sulf2']	[1.9923992823597088, 0.005727128974265532, 1.008015823092027, 0.9347556732470046, 0.9744871794561359, 0.03608419523814537, 1.9893291275254705]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.1940983514715378, 0.1230511385258759, 0.14433988327883449, 0.06676365159630741, 0.17541877777422119, 0.003671109793455863, 0.001475666743730362, 0.010318681338689517, 0.005572894682437536, 0.0027411205184403498, 0.2700649202123999]
321	813.5391221374045	3776.7748091603053	['3110035E14Rik', 'Aldoc', 'Arpp21', 'Bcl11b', 'Cadps2', 'Cck', 'Cox6a2', 'Cplx2', 'Crym', 'Cxcl14', 'Enc1', 'Fam19a1', 'Fos', 'Htr3a', 'Id2', 'Neurod6', 'Nrn1', 'Pcp4', 'Pde1a', 'Plcxd2', 'Prkca', 'Pvalb', 'Reln', 'Rgs4', 'Scg2', 'Slc17a8', 'Slc6a1', 'Snca']	[0.05972881206379921, 0.2778708840724549, 0.997869290725008, 0.017616442908127347, 0.005566723875574299, 0.09266330144570373, 1.1264053196643957, 9.257895020934853, 4.22354287422411, 0.365217912116058, 1.3886058393248983, 0.9992511368986374, 0.011145868946446761, 0.8421425938536572, 0.7943076214846326, 9.891824174863975, 0.9975870344033495, 5.9340971817487045, 0.9897162691556797, 0.014741117195682706, 7.236877067523417, 0.03124722577068038, 0.002182535830025623, 4.8688488297761765, 0.0027342856703213496, 0.0017187125478959765, 0.015141009848965147, 1.8534930105340708]	['PC.Other1', 'PC.Other2']	[0.0029950306126946204, 0.9970034042262277]
322	809.6517150395779	3914.6042216358837	['3110035E14Rik', 'Cck', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Fos', 'Gad1', 'Htr3a', 'Id2', 'Kcnk2', 'Neurod6', 'Nov', 'Npy', 'Nrn1', 'Pcp4', 'Pde1a', 'Prkca', 'Rgs4', 'Snca']	[3.2253052920774814, 1.8670186612452737, 3.753260386163508, 0.04438950547120856, 0.9511378675287393, 1.0441618865574183, 0.6489447659020192, 0.25442387411194, 0.7136411615551721, 0.00132363394702118, 0.2805451994562588, 5.681720888646533, 0.1631167692437015, 0.1655673693910477, 0.6236197275757892, 3.9632646115980905, 0.03608793394473708, 0.034609299964305174, 0.02558121732651836, 0.9478455076873019]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.002409574578677439, 0.015062097465546357, 0.2282214247023513, 0.7541499134226396]
323	822.003612716763	3816.6221098265896	['3110035E14Rik', 'Aldoc', 'Arpp21', 'Cck', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Fos', 'Htr3a', 'Kit', 'Neurod6', 'Npy2r', 'Nrn1', 'Pcp4', 'Pde1a', 'Plcxd2', 'Prkca', 'Rasgrf2', 'Rgs10', 'Rgs4', 'Snca', 'Zcchc12']	[1.0001501180340413, 1.810988727815655, 1.9983143930336114, 1.1759659033857068, 4.35878813947811, 0.15657034121861155, 2.6678652483316463, 1.2208106117108668, 0.9391442992126935, 1.0877965200611344, 0.035527807956476955, 16.638836262243178, 0.020691709050954885, 0.010479308417231393, 6.337842624920147, 1.0142745038041425, 0.016735263946857138, 5.099348196631166, 0.9945257406032328, 0.9917070720810078, 0.9354840369703366, 0.9855647847679069, 0.8606924221035392]	['PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.004089731334323239, 0.04274348828431129, 0.9531275377178084]
324	822.4536301006889	3448.949655537891	['3110035E14Rik', 'Bcl11b', 'Cadps2', 'Cck', 'Cdh13', 'Cplx2', 'Cryab', 'Enc1', 'Enpp2', 'Fam19a1', 'Gda', 'Neurod6', 'Npy', 'Pcp4', 'Pde1a', 'Plp1', 'Prkca', 'Rbp4', 'Rgs4', 'Snca']	[0.015198102519788908, 0.6037261158127178, 0.010759851601757475, 2.8469757480666917, 0.6110989767149879, 0.003821995687523484, 5.356654042782446, 1.0341972195542335, 4.974342668552588, 0.9414613978929087, 0.9484637791872057, 0.896670166583029, 0.9105408586147808, 0.07912240678939005, 0.013628067393638687, 12.999429939923695, 2.5070426608500647, 1.9346768519542892, 0.9673750584944518, 0.6760928958041682]	['Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.08553049232190181, 0.5012300607192939, 0.20107641254131925, 0.1675006618990127, 0.044629838359170795]
325	810.4768907563025	3587.371848739496	['3110035E14Rik', 'Cadps2', 'Cck', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Gad1', 'Gda', 'Kctd12', 'Kit', 'Neurod6', 'Pcp4', 'Pde1a', 'Plp1', 'Pnoc', 'Prkca', 'Pvalb', 'Pvrl3', 'Rgs4', 'Scg2', 'Yjefn3']	[3.81937844937959, 0.0017823583754308485, 1.9412730645330871, 2.4311466273225055, 2.637051917008294, 1.7555227825411759, 0.9984216600625052, 0.002980193160350219, 0.4330924450284041, 0.01966204001819417, 0.004488233340531569, 11.567425861226917, 7.704248766716663, 1.9892134438561584, 0.4373895215908361, 0.0032466193783746945, 3.5102978326675633, 0.1743202304232519, 0.3958625317637428, 1.877728678280107, 0.904347285899294, 0.7568626100951844]	['PC.Other1', 'PC.Other2']	[0.006536211321402743, 0.993455808983591]
326	826.0102040816327	4152.839285714285	['3110035E14Rik', 'Arpp21', 'Bcl11b', 'Cadps2', 'Cck', 'Cnr1', 'Cplx2', 'Crym', 'Enc1', 'Enpp2', 'Gda', 'Htr3a', 'Kit', 'Neurod6', 'Nov', 'Npy', 'Nrn1', 'Nrsn1', 'Pcp4', 'Pde1a', 'Prkca', 'Pvrl3', 'Rgs4', 'Satb1']	[4.168080892791551, 0.049687490839678425, 0.9921060798701433, 0.03600061039458073, 0.0013910198689341454, 0.9856385223600137, 3.398629271240924, 2.9826053891532656, 2.462273432227271, 0.26235165524005033, 0.8805414019238043, 1.9416582072071518, 0.9875819642596161, 13.49144900325485, 0.8242054831184231, 0.8693431032565903, 0.10613946285847088, 0.43987125616429673, 0.13354259489349346, 1.2609991088732568, 6.300899590109005, 1.0031049231204807, 0.838149828515369, 0.18988922767462663]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other2']	[0.0015985418177091074, 0.9813759960279042, 0.01700716371381173]
327	819.0454545454545	3888.8292011019284	['3110035E14Rik', 'Aldoc', 'Cck', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Gad1', 'Id2', 'Neurod6', 'Nrn1', 'Pcp4', 'Pde1a', 'Prkca', 'Pvrl3', 'Rgs4', 'Snca']	[1.5956037697582868, 0.004323324822092519, 0.9884286837081965, 0.0416902901109551, 0.9034245172131556, 0.1693384298697368, 1.9328265079856397, 0.011058675798411145, 0.9721864795502871, 4.060826791542892, 0.9017300227713807, 3.443569698533509, 1.8621385612880683, 2.293420171313538, 0.20658620389785504, 0.004450544630466598, 0.0013297484520823136]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.014857256767104803, 0.05710346922622352, 0.031045099477798252, 0.5085341509862923, 0.3884599670406483]
328	812.1620795107034	2404.37003058104	['Aldoc', 'Cryab', 'Id2', 'Npy', 'Plp1', 'Scg2', 'Sulf2']	[0.0047643014635316856, 1.8936217858350834, 0.986961764152381, 0.9914378410909602, 0.13475770808767337, 0.9924005817611077, 0.0013019328227379073]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Cacna2d1.Lhx6.Reln', 'Cacna2d1.Ndnf.Cxcl14', 'Cacna2d1.Ndnf.Rgs10', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cryab', 'Calb2.Vip.Gpd1', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Oligo.4', 'Oligo.5', 'Pvalb.C1ql1.Npy', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.011453103087977111, 0.013167069852291475, 0.02169776165848585, 0.012162137112510489, 0.013998068434753479, 0.0021351155502089296, 0.007329667604493525, 0.007872257572770965, 0.0079797601067112, 0.003435753809709021, 0.0012051943573997404, 0.02989541604035868, 0.0068893229119706, 0.00844160060687434, 0.019721028709496394, 0.012660565878181556, 0.0011165086752677896, 0.0029766979299288266, 0.002121200172111223, 0.001836510874171842, 0.022603203517710963, 0.781795377451643]
329	826.7524429967426	4702.940282301845	['3110035E14Rik', 'Arpp21', 'Cck', 'Cnr1', 'Cplx2', 'Cxcl14', 'Enc1', 'Fam19a1', 'Htr3a', 'Id2', 'Kit', 'Neurod6', 'Npy', 'Nrn1', 'Nrsn1', 'Pcp4', 'Pde1a', 'Prkca', 'Rasgrf2', 'Rgs4', 'Scg2', 'Snca', 'Sulf2', 'Th']	[0.06985211772352658, 0.9057295460156162, 0.3773766133497011, 0.001962473846947697, 4.542693668677279, 1.0835371879247488, 1.323449857043914, 0.02618918693884391, 0.9842599965270593, 0.9499899702999568, 0.028136542697197814, 8.07865909020467, 0.07740657207775829, 0.8993877344391548, 0.7292403929567982, 1.9617300913564701, 0.00187934063118971, 6.093505340719724, 0.9924962673505762, 0.026737612201532618, 0.9450145479966467, 0.6298742607749859, 0.9240225699803981, 0.013802430426616975]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.032514269141958915, 0.6088042575524768, 0.14492714928969075, 0.21334459243495466]
330	816.6306306306307	4623.56981981982	['3110035E14Rik', 'Arpp21', 'Bcl11b', 'Cck', 'Cplx2', 'Crym', 'Cxcl14', 'Enc1', 'Fam19a1', 'Id2', 'Lhx6', 'Neurod6', 'Npy2r', 'Nrn1', 'Pcp4', 'Pde1a', 'Plp1', 'Prkca', 'Rgs4', 'Scg2', 'Snca', 'Sst', 'Tac1']	[2.8757675097093647, 0.034244061251665264, 0.998060551300751, 1.9968367978189279, 8.99512731429803, 0.5154636591722368, 0.01347063293793817, 1.6979518393751458, 0.9983741978970219, 0.9933068843726959, 0.24607507595996653, 12.318214957047072, 0.9068653570911568, 1.7909492705858392, 0.03762566519383841, 1.80660648642784, 0.004506745310969749, 6.565233745896543, 0.7166638535619371, 0.8564678823120562, 0.011906530198439843, 0.04894725514740533, 0.0018669091386661948]	['PC.CA1.3', 'PC.Other2']	[0.9813648352266547, 0.01860584562159073]
